reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
gp:AOqpTOHxxqrDEjModTd3N_yjbSNWmde-8IpmNp2gNDRdV4IK8cxZ9lVqCzk-4kj2e0d_PBxU6onsyJdsCudEbw,Mark Elliott,https://lh3.googleusercontent.com/-rUsKz10oolY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmN8TA7HgOvt2ayyUyoyd8aa7EayA/photo.jpg,Nice and easy to use,5,0,4.16.0,2020-03-24 21:55:00,,
gp:AOqpTOEwPIxAc-JdSLP2iReGvHsBk_NAcETNWvHajz2NssljA-ip5bFaB4fH8bQ9LqzCKCpOw8YnpMaVnSILBA,Paul Holgate,https://lh3.googleusercontent.com/-oA5x-ylHLXA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclDJq3Ojf3K3R0_FUVS6ez1QakYQw/photo.jpg,Great service keeps you well informed and updated on your prescription progress and tracking via Post Office.,5,0,4.16.0,2020-03-24 21:30:13,,
gp:AOqpTOHMwbBdcm_-nZp8Lv8fWVqPaVJIjQO_Dsm0B5ZT-xeCS9dW1dM74jvSZNYFd8qCBqC5VJe4_d_d4mbitw,Jayne Thompson,https://lh3.googleusercontent.com/-IRMV5h3CzxA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck9p2ptmcxGNkc5l-JmJpJPQn-UcQ/photo.jpg,Perfect,5,0,4.16.0,2020-03-24 20:51:22,,
gp:AOqpTOGpvr23PsKK3Y0QtmmLy_1trvndF05kjqsFvvZ9Zh4GLHpnkSesYrvpcpE8KEpY4YSIorl08-PNThHBUA,Dennis Greenman,https://lh3.googleusercontent.com/a-/AOh14Gh-hIecOMJQF6aVAfjGUvKhRzrRpeTGiKWVrwZP,"Brilliant, so easy😀",5,0,4.16.0,2020-03-24 20:35:11,,
gp:AOqpTOF8QMzG3yz7XNm5ilkf-3yyHCryb-flsqYRd82jj6BlSSy3b7Udj_Lb3lhOECC1NrFMZkvR8zLis1WjJw,Alan Yates,https://lh3.googleusercontent.com/-VnFN5oeHFOo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclYPg0T2bZGlW6XUVgvJEqwRGRlJw/photo.jpg,Easy to use and professional service,5,0,4.16.0,2020-03-24 20:30:20,,
gp:AOqpTOGOcdW_eKvAJtlnd7wkjcmgohO_OJelwZNNQzTZkSKvP7Twtk_zSEvZaJ6OYwqanvGI0afGmN7yClDtnA,Craig Hannelly,https://lh3.googleusercontent.com/-w_e13D1Cm60/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclayN6hr8tm7qstfdYpWxyMGVCOWA/photo.jpg,"Complete Waste Of Time. DO NOT USE. Have denied my GP has sent a prescription to them. GP has confirmed this was sent twice. Have not responded to online chats, automated reply to emails. I'm not a week without pain relief for a broken ankle. GP cant reissue as it would now class as an overdose if prescribed.",1,1,4.16.0,2020-03-24 18:47:23,,
gp:AOqpTOHeZGxXIMl7qPgLXF7sG3CERBscGmO5bRS7wRfriSAd6lSx78-SjUzTS11qc7GKDbFQn2gKvpB5b-zKGg,Ann Bailey,https://lh3.googleusercontent.com/-tLfc09gFCzk/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclI2pvqEhKDQW-dO730Ce0gS88GLg/photo.jpg,So convenient to use and nice to get reminders of when I'm running out of any medication,5,0,4.16.0,2020-03-24 18:38:16,,
gp:AOqpTOG4FJhUbaJcwAnp2EcB3o2PgFEmkR-k5CwB6Ml1MtLkxzivNUYWxyDrVfB-_QIfMGsroFSF8fYLggUFjg,Megan Rawnsley,https://lh3.googleusercontent.com/a-/AOh14GgPqFFG0VoJnDBtQBQ-BvX2CYO-WUd_euBWQvRZdA,Greatest invention ever! So helpful when you work full time,5,0,4.16.0,2020-03-24 18:18:06,,
gp:AOqpTOGU1aJ54FKfYBfBOEmSMmmu4MOp4KSP7rAg5iVrmAxosVzGZ6oLSH05Xb1HLk_xGCk867RW4oQPyQXu-A,Debbie Csete,https://lh3.googleusercontent.com/-DGRAzmgD4WY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmWWC7xzibO2dioXqLUQEgGMkxDDQ/photo.jpg,So easy to use,5,0,4.13.0,2020-03-24 17:28:56,,
gp:AOqpTOGFGVMLWbPhoBMDgpKdNGvBMbASTN9x2li4qMecUdZZMK_00yjse4xtmwiB97Y8FHZhm5KfYZcLhjzPdQ,Thomas Rochfort,https://lh3.googleusercontent.com/a-/AOh14Ggb2ETLV7R60ftCqpAgfnLfDa5sLty53AToPSMoYek,Incredibly slow to receive your meds They need it to be far faster. There seems to be a day or 2 processing time even before they pass is over to the pharmacy. Then that takes a couple of days to get ready. Then another day or 2 to put it in the post. In fact the best part about this service is the Royal mail,1,5,4.16.0,2020-03-24 17:14:38,,
gp:AOqpTOHA2cZarzvrk63nsGxvQBr-upzzRHxKOhgkw_L8gOUqV3egaTMyt4UnPEXq0OFkUI_SbZ9p55h0tElzbg,Chris Bayliss,https://lh3.googleusercontent.com/a-/AOh14Gg6UY77LMVjTviFM9lPAyLWfoAb3SsXYoSvXZtr8vo,Always on time,5,0,4.16.0,2020-03-24 17:02:53,,
gp:AOqpTOHouhksSv13HoB7O9QOQ7dVRw_E0rNZohtW-ezULJPsxCh2nt6z3zWCrPO-LtrwPncHzdc4ijxu6JoT3w,middleagedlady,https://lh3.googleusercontent.com/-TP-NWTR12EA/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclFGDsQ6wGGj0acIbrzpmF1cfZ6nQ/photo.jpg,So easy,5,0,4.16.0,2020-03-24 16:53:22,,
gp:AOqpTOECu_LhTi-6g9F2MfgtHpWJvx11gHgU0OQG3TN4v7LW6vuVGbwwncf6fTdNNuQaYhBPAoEpENO73Vza2w,Craig Churchill,https://lh3.googleusercontent.com/a-/AOh14Gg77veS4vKACI9ivvbWo3YdUBsTSDRCbAHjN6d0EQ,"In time like this, this app provides a vital service for all of us. Thank You.",5,0,4.16.0,2020-03-24 16:27:33,,
gp:AOqpTOHIanAF0LalofDhUpf5k09dKiZam3nCQnH9_nhUOn7PL8vcB6gWLLeOi2vg4X-lFxWlN1-CsQTsbsJSXg,Graham Conway,https://lh3.googleusercontent.com/-fa4c0zuFtLY/AAAAAAAAAAI/AAAAAAAAC6E/AMZuucmHXxBDyQM3sYccUNhkcQEQpOL_xQ/photo.jpg,It saves me time going to the doctors then the chemist I would recommend that you use it,5,0,4.16.0,2020-03-24 16:16:46,,
gp:AOqpTOG2ErOV5EJkWDLvl1pjt94q9UgIUncXdlymujhExKQ92WBMjOq78Ked3RHRt17CmIWrfc35O7NZZ2As7A,Susan Darlow,https://lh3.googleusercontent.com/--obl9sAbwTo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuck40WjTrw05XudlJ25SJ6pLAh-DJQ/photo.jpg,Good,5,0,4.16.0,2020-03-24 15:39:50,,
gp:AOqpTOFAdv_Ki-jaRRc70--kBf_qOIkKU2OAfDYcHbqIWhaHSRtpniXxDcx-ql9BpFDAOb4CqQTSrp7b7u6f5A,Helena Jeffery,https://lh3.googleusercontent.com/-m8UmLl0PM6c/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckmC3wDT8gWKOcs5cBbkObo4IZJEg/photo.jpg,Absolutely fantastic,5,0,4.16.0,2020-03-24 15:09:40,,
gp:AOqpTOFcFjYGrV1omDv6tDf5IkgX49iudtDFK-gKl381KyclcNhM_PHZ4EcjQhlSHFY-YZ0r4u3f4whqMgznhg,Philip Ansell,https://lh3.googleusercontent.com/a-/AOh14GhWI63Dlojm1x9JzSjhLwZkUpOcKMuy3_4f0uF_,So much quicker and easier than going to the Dctors and the chemist.,5,0,4.16.0,2020-03-24 15:04:29,,
gp:AOqpTOEQeLPmos-fPAH2iI5jtXE35lkMJ49WGN5yTJBGwBmYg5LDdA9EIpcj2656vaQEhpeddzpPBGIqYdFu6g,Chris Wright,https://lh3.googleusercontent.com/-gD2krWiStvs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucljKNQgDtxEiVEA8nMw3YEeChbVsA/photo.jpg,Exercellent so far really happy,5,0,4.16.0,2020-03-24 12:55:58,,
gp:AOqpTOErWs7Dvs9PzoB6pKKo1b59Xohh52A3bXClUkJQ_45H3IsWT1aZCEogkQFENeLDzslMy8Wclhtwok3Q8Q,A Google user,https://lh3.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Great site easy to use and delivery is a big plus,5,0,4.16.0,2020-03-24 10:09:07,,
gp:AOqpTOHYlRS0wpautoT5HfMmLaE1qRMc8fUyeYKJLOLQhY45LSrDgu6rzmNo5eF85TQJ9RFReAFd9f7u12I0cA,Derek Thompson,https://lh3.googleusercontent.com/-hgwgQ8E-LiE/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckqzZ4ZSQLydsc9-Q-vPFi-dF31yw/photo.jpg,Simple and efficient,5,0,4.16.0,2020-03-24 05:30:36,,
gp:AOqpTOFF3TTu4BCT1SkkKgkhtP2b1unBMCZsKRAe2MOjVEPzrx71hW7xuzTFpj0fLjCDjSwZSmFK7SWK3-LKxw,Laura Clarke,https://lh3.googleusercontent.com/a-/AOh14Ggya9kNfl-Nx9QJnTPqzfQzJz5bYDlBX3T1q6Wb,Fantastic service takes away the stress of going to the drs to request it and messing about going to chemists. A* from me Thank you,5,0,4.16.0,2020-03-24 04:28:03,,
gp:AOqpTOETcOOUDIUyMGF_XOIIuM9cIbG5i1GpzT5Chq5IY8O2tJStTRrJ1UZpd7h6zhdubIpodB8izzjHMFJmXg,Alison Druce,https://lh3.googleusercontent.com/-nn7m6-HgEPo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckFuRV8fNJUiqDHLLLvv5ms5p3jfA/photo.jpg,Just brilliant 😁,5,0,4.16.0,2020-03-24 04:17:13,,
gp:AOqpTOECy3Y_Dtu3cevocvuaLHevmnvvyb9dWRdWCrYgSQZ05mmBT2kQJiQztlRLK9IYc0yPdMs2JQ70VgIvNA,Ally hunter,https://lh3.googleusercontent.com/a-/AOh14GhqtLof7gdbg5Nd821wPv_HAxFYLJzxR7bydZ1HPg,I love this app it makes it so easy for me to get my meds as I suffer from panic attacks and dont leave my home alot and it's very helpful at reminding to not only take my meds but when I'm low it's so so easy free and just awesome,5,0,4.16.0,2020-03-24 03:35:50,,
gp:AOqpTOFpszH9fYCq1xu7ghgoJJV4MXBMHnNtQ0JMnfP000dX-xX3onFfLSPCBxuZ1B9Hhh_ASameKkWICZ-rlQ,John Wise,https://lh3.googleusercontent.com/-Uq2CPasU9X0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucncUvWX1aPuWWNOOShhBZUPUG7SEw/photo.jpg,Excellent service,4,0,4.16.0,2020-03-24 03:13:10,,
gp:AOqpTOGsdPApjmB-OZdqMoFdauBwmtVpphjYHSteZCyoK38TKnbMoMPgRxcYbEi1vaCFspgBtXsVfHSGKkborg,Caroline Taylor,https://lh3.googleusercontent.com/a-/AOh14GgHPXMaRCjmmFMDjn3zgXG5Jc3tpPrGYXap6kWd2G0,Great app and great service,5,0,4.16.0,2020-03-24 02:20:56,,
gp:AOqpTOHuUVNEKfpfDwQAVkfuewqMeeH1xFT0sMzJ7I2HG5ihHUUgLOMk6p3ayDaJfF09bnzi57LqyjxRVi1vIw,Donna Elliott,https://lh3.googleusercontent.com/a-/AOh14GikAToAx4VHl-_BjSCNVsEXBxdhFNwerUAIDGGJUg,Very pleased with delivering and organising my repeat prescriptions,5,0,,2020-03-23 23:20:34,,
gp:AOqpTOGofxp1LbokfwmkmmJhPEGALSkGuilg2wpy0gus_8d193L38jUKuS6_Ed-27AMdpkEHcHsbzqzkVbsLRg,Leo pickford,https://lh3.googleusercontent.com/-M_puzIOgbic/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucl1wjcKvz4R2A4yPqavsdFYWC21CA/photo.jpg,A really good app and excellent service. Enables you to order your prescription by post and makes reordering very simple. You also get reminders to take your medicine. Great App!,5,0,4.16.0,2020-03-23 23:10:21,,
gp:AOqpTOEgoYI6qcM3YnzFWoLR1xSCo9YjnhidBO1p2-WPyjTQO-nxsUGEfZ1Kk2jSedj5JSgDymJJceqGBWYZjA,Jacqueline Sharman,https://lh3.googleusercontent.com/-lyKO0eEPCK0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclujn_qf8Kt6DjxgX6oPu9H-17fVw/photo.jpg,Like it very much,5,0,4.16.0,2020-03-23 22:17:51,,
gp:AOqpTOHe3TegMBVDM9aYtCEtgqrEywba6LfCaV1uvM9YWK_yqXM9XAQFKqirk_fJ0MO5LtAfYhLzms_NfX-pYQ,bill bilton,https://lh3.googleusercontent.com/-_H4aM38fLIU/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckxDvq-pCdpzqhqY0THJiagVNk5Xg/photo.jpg,A bit quirky to use. Doesn't link directly to how my GP issues prescriptions.,3,0,4.16.0,2020-03-23 21:07:19,,
gp:AOqpTOEbS89XzwX0-nwI32pp94Mk9xNP4jAfF3Nn7YRHAcYiNJSu7Z80S1Fzt6YvSIAPgFvedV6LM3uDhPG3Gg,Stephen Phelps,https://lh3.googleusercontent.com/-DQCYnHkd-w4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnW7TdpozbeaC6V0DMR1-FyLMJTtQ/photo.jpg,Simple,4,0,4.16.0,2020-03-23 20:33:03,,
gp:AOqpTOFSz3nQZlsZKMc5Mu1JSvJ3hKX2ldr0LaaxEb8v0rhxEcQZhqEEHLpvR6zkU_vbaeaNFPWGOcFBi0A26A,Graham Faulkner,https://lh3.googleusercontent.com/a-/AOh14Gg6UJcxG-Rb0ypxvQoV4lPq-L6sCzu1Sz7SeIGq,It's a lot of pressure off me to be able to get my prescription as easy as this and delivered too..,5,0,4.16.0,2020-03-23 19:28:25,,
gp:AOqpTOE19zoQ4SBIKiV36HJsC_sZMdHJYNTOFs6cLPtp30THlhUKxJUzRZePjGb3p1Sqey-eMSi3IH_J50yEXg,Keri Wills,https://lh3.googleusercontent.com/a-/AOh14Gi_IHsWoUo2dtkS6rQutOsCMvWyZST3l1UN3MG5EA,"Easy to set up and fantastic communication via notifications. Great service Echo, thank you for your hard work, particularly right now!",5,0,4.16.0,2020-03-23 19:07:38,,
gp:AOqpTOFqVVlDHTy61Y2uQuTcuK6VSydMD739TDj_l4GpXVdgcNNALEDdylCkUAu_LLi7BBcc_O6pgeztakmEzQ,Carole Gladwin,https://lh3.googleusercontent.com/--LR1bnuP1gs/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmiytb1QqcueUo-9l4MJlxrM5HR9A/photo.jpg,"Easy to download and use the app, very efficient especially reminding you when you are running out",5,0,4.16.0,2020-03-23 18:20:38,,
gp:AOqpTOE3BRjZ9-WwkGFG0MhDQh6-JovSUNbPzmPOjvfeyXbiNT9y9Zsg32JGUNT2SAPO5fppnm4oVhdns579ug,Iva Luda,https://lh3.googleusercontent.com/-CoE2WCsV_TY/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclrv1KbFRQqW6qU0QurO2KT8ZFxsA/photo.jpg,"Dont bother to download it, if you have a problem you can't even speak to a human been!!!! Most of the time they dont have the medicine you need",1,0,4.16.0,2020-03-23 18:16:17,,
gp:AOqpTOH3mkG9KnQNS5X2axrC2a_A2oCWRFsL4b8XBGOzHQSFpR4Io5VpkXfh-q-KaqJMBt1n_M5WKcSZJ9KQIw,Angie Heilmann,https://lh3.googleusercontent.com/a-/AOh14Gh1L5KTTZsVlatfdgS1b5-G2Rd96xVUAyGV0o4P,"Great service, thank you",5,0,4.16.0,2020-03-23 17:59:32,,
gp:AOqpTOFgkScZyPo-U0cDSA4gHJPJtUQ45JkGs7XC_dzW3VFwbMIQNRjS755UByKvHrhqo12g2UIzGg3sDo9TQg,mircea stoica,https://lh3.googleusercontent.com/-7Pv7lyaoD2w/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucki0it-CeqoDcHXRIfxovUg7LuQkw/photo.jpg,"So far,so good.",5,0,4.16.0,2020-03-23 16:46:20,,
gp:AOqpTOG_Mb8IuzPf5mp-jWBDrLGvMGqIJ-zXzbyRmCd9mgOlrjBGwqRRc1Z_2zo9yQr6f0yxRHgyYMZ_FckjWw,Ken Mansbridge,https://lh3.googleusercontent.com/a-/AOh14GhIj38RgyLE5Ns8jfa0z9s1-JwSykn4b3ZPQeMR,Excellent app. Easy to use. Will recommend to everyone,5,0,4.16.0,2020-03-23 16:33:41,,
gp:AOqpTOF9iF5zsjvmZ8udDEKOuOALVB0GWu6sDn50pXY7_9F5HdN1sxgria3h3pi2VbuOiMrgWh-SSX_QYanouw,Jacqui Noel,https://lh3.googleusercontent.com/-t_7JOVAzSZQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclcZyrA3ZDLItXQp7hjHKqNXL_dPg/photo.jpg,Easy to use,5,0,4.16.0,2020-03-23 16:03:36,,
gp:AOqpTOF2S9TqSZidvewfyQUPyolmYNBi8HJkXwUflQ74nOY5TP1QqoawZJj76sC_9fnAF_H7zc5jsq7yoHAZ_g,Lloyd Repton,https://lh3.googleusercontent.com/a-/AOh14GgIcv5y9rheCMarj3VUW5qhQdDJ0Ti-E0HTvPWt2Q,Extremely convenient,5,0,4.16.0,2020-03-23 15:53:08,,
gp:AOqpTOFJX4wLB84R-i18C-Sf0T3-rF0h-EhtcXHDlMgLiL9oUpiex8z6SxiFF8S3ODDSIait3crAqv3V4wEWyA,James Bush,https://lh3.googleusercontent.com/-zejX12idlbQ/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmObl7Zp4S6i40MV4O04vlybfPKhA/photo.jpg,Love it easy fast reliable,5,0,4.16.0,2020-03-23 15:51:42,,
gp:AOqpTOF2JWWy4b4mhT2O_xnzz8kay2ya8Jxj0nsl5_JyyHA0E6OZAEkB-o-1p59fuyFnmb2-EHRqzDTD46wf9w,Jing Cheng,https://lh3.googleusercontent.com/-iGYO0eh7ky0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnTAEi1JzsP9T3M_BkVfJ-bnni7fg/photo.jpg,5 star,5,0,4.16.0,2020-03-23 15:47:10,,
gp:AOqpTOEfb8UAfHcEGf0v1wyuLT7u6WYZINQghsMKWnc6p_0__xaEzlgujOWAGdRn1JebCbdZTRcyXlr8Dz7EWA,lizzyand2011 is good,https://lh3.googleusercontent.com/a-/AOh14GgJ1I5ysHlAjKlDokDafebuWkJkLnhlpOfOkRsZ,"What a great service, especially at the moment I need not to go out",5,0,4.16.0,2020-03-23 15:43:55,,
gp:AOqpTOF_GleVu3ATi35juKfChcxpK-uJuyh3nzbdeAscFgy0mqUHyVZyc9bKPBsNI37qnzQIuPnqmrB-l1w4Jg,Fiona Asson,https://lh3.googleusercontent.com/a-/AOh14GhlL0DqTeY9nb656J_fxYXRg_US--xCT5ONrNln,"Great service, so much easier than queueing at the pharmacy. My 96 year old mum needs a lot of medicines regularly and ordering them easily on the app and having them delivered makes life so much easier. It's a wonderful service. Thank you Echo.",5,0,4.16.0,2020-03-23 14:55:00,,
gp:AOqpTOFnTcyJKPM6rzjDK6FwmoS5DLe95UNxgFHrrxd5TUz2XnQyKcc4F6Iy-WL1a4VsXihkomb3rzUxm_Y_UA,Angela Lomax,https://lh3.googleusercontent.com/-xlKDlsQwIBc/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmvP3i-HZ5i17FSpfHeLiL_VSIUrA/photo.jpg,"Excellent app saves going to drs putting in repeat prescription going back 3 days later , putting prescription in chemist , invaluable time saver and just makes life so much easier also reminds you to reorder so never run out Brilliant Thank you",5,0,,2020-03-23 14:12:59,,
gp:AOqpTOGXuvEN2u2pbnmeRF4k5QvbnYJKx_Qo8jRj2r4ewhSdcX1zCEryEOgWGJO6Zpj7iS_fmijdK6EKNH_JZQ,Nigel Wilson,https://lh3.googleusercontent.com/-UA_SdCcbqlg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmnlCo5uW4oP7BY8AD3HJnMLqQJkA/photo.jpg,Once set up very easy to use,5,0,4.16.0,2020-03-23 13:58:13,,
gp:AOqpTOGPGRCFCkJ0tvtTT-917evQ23tpCwijABwAiAar9YKKbl3JnXkvMXmtEvxX97RqNCWlLrB5WjWmOOANAQ,ShadowSabre 1,https://lh3.googleusercontent.com/a-/AOh14GhTSOruBafJ3em0KkcicrlCOsg1lhQosdKakBsa,Helpful and easy to use makes getting medication convenient.,4,0,4.16.0,2020-03-23 07:31:19,,
gp:AOqpTOG5sSaiNt1dtS3Vb6ckEKFcwTNMgnZFphPx9-ecfqOHFDcOsesrZgHGv1JbCwQDeyYuvLRAXQzo5h3BHA,Michelle Bailey,https://lh3.googleusercontent.com/-qlSBtWUaAA0/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucn6rBxUC-83Mv8Zd51QvccmrBFSZQ/photo.jpg,Brilliant love that it reminds me when to take my medication,5,0,4.16.0,2020-03-23 06:49:33,,
gp:AOqpTOFkjBdqp4HSxfHVaR_GWENq6NkU4B7mQU9UYECIrsNHsZ3-aUTFYobaOtZVY0VJfgOFNVivoLVBMpXxEQ,Michelle Buckley,https://lh3.googleusercontent.com/a-/AOh14GgMUy9C3WpjhMil0hQP7Tqq5hulcm4iejaulyQKrg,"Very good service, always happy to assist you in any way.",5,0,4.16.0,2020-03-23 06:06:35,,
gp:AOqpTOHuv8ny9qoY-YgXS1BkTZVe1mWflDCGetMwdhuyI_tMu509MQMGF6mGhHIWz77RsJHvvRTrihKvhqb5WA,Nick Calvert,https://lh3.googleusercontent.com/-TOR45qzioTg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckOdxSidnWH5fPw0RURIn7BqgSHcw/photo.jpg,Perfect for me and my medication no stress of chemist not knowing where my prescription is for a life long illness,5,0,4.16.0,2020-03-23 05:45:12,,
gp:AOqpTOHNf77kYQ9nYefFU7juKbwpHoJoXKC2kxXG7yg5NNcPzIJ3PpitBnk9lmL0kcZ0mN-jHDlYXEEAx9m77A,Jane Ledran,https://lh3.googleusercontent.com/-7Hp0PKDmgZo/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmD2B8C4ktLN1eu4ZH-hgoj816ViA/photo.jpg,Exceptional service,5,0,4.16.0,2020-03-23 04:11:52,,
gp:AOqpTOGlw9NJFg4EZt-A2riR7kYaDwEmoTRg6-xFISf1KIuhuD6IgRCjKtnT9V98NOng3r9pvR_7J12cTq0rqA,K,https://lh3.googleusercontent.com/a-/AOh14Gj5IPtvkJymdRpbvtYlpASR_hFJ_GaKajoG8bjGqC8,So helpful & useful to have,5,0,4.16.0,2020-03-23 04:06:47,,
gp:AOqpTOHmRN_pZIZpUqYY7KaU3oF7B7boaIpoCwenWsA0nvXMAtFRbZ88mmUVqu302LJX-V-pRnYgKoDjF1EMzw,Tyreece's Reactions,https://lh3.googleusercontent.com/a-/AOh14GjbuXUdbYT8zrbaYJKqJYN9sfkpJHmL-UnhYNM0YEI,"Best of the best, always friendly, professional and outstanding. Fast delivery, answering quaries. Prompt reminder when prescription is running low, daily reminder of intake of medications intake. I highly recommend to all my friends and family. 5 and plus stars 🌟🌟🌟🌟🌟🌟",5,0,4.16.0,2020-03-23 03:38:24,,
gp:AOqpTOEoCoZlneY3BflS5oMQCvD25WxSGexc0vzUiur8hQcL_4fZOY4mqIx18tiVF-9pQEJh4rukLPdfrbuzqA,Steve Rendle,https://lh3.googleusercontent.com/a-/AOh14Gh9eP82etMmeaQriD0aOcH1lb0K-3g7MoiNTCS5ZKc,Great app,5,0,4.16.0,2020-03-23 03:27:46,,
gp:AOqpTOFF7Kw8LvPUJCTs9JcKXzxgvNVBRCd1VwrHwf8CHRIB9LNUsEwM-VPYRnfY4NYTf_FuUUnm0smzsUKG3g,Julie West,https://lh3.googleusercontent.com/-wjAY6-yZ8PI/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuclLcskVvDHa0I76bDnt8rDDEZND_w/photo.jpg,Very good,4,0,4.16.0,2020-03-23 02:34:29,,
gp:AOqpTOGGBVM36_BJzwIlEUAVoaLgLZnNX3Nz58lyA_jIyJij0HNIqkANyL0FRbsYznOJkagAIkNrG-IGYDVkAA,jayne chater,https://lh3.googleusercontent.com/-1gLugYX-aAg/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucnIJAdQ-vldtwYHm3WrwQEyHnMP_Q/photo.jpg,Excelent,5,0,4.16.0,2020-03-23 00:31:28,,
gp:AOqpTOFvuxR9Jak9dG5Wh8DaGj26uTz114gLCH-9bOZCzSRrIJ8KVY-zWn_UYpZO_ZfMItucVP-JzCdECVCUtg,Helen Campbell,https://lh3.googleusercontent.com/-DletYgu7Q-g/AAAAAAAAAAI/AAAAAAAAAAA/AMZuuckQO1pcAEfN9Azaum0t8x1xff8Fug/photo.jpg,Excellent service,5,0,4.16.0,2020-03-22 23:56:45,,
gp:AOqpTOGgSiIgNYlqFCqw3oxeN07a03Nm-g5ktI6QaNbHzWpPeG-u2zGERjJBNlyU9mWVOI20Kv2xgGg9hEt3pw,Jennifer Wyatt,https://lh3.googleusercontent.com/a-/AOh14GjCX1LYok-7sz4UmjZdjlexMbRYW29rXjrDdnTDpA,Fest efficient service. 💙💐,5,0,4.16.0,2020-03-22 21:23:21,,
gp:AOqpTOHno6cjXrh3Stq6g4hlyGxZ_gy-PjDM2WDsfN-JG-n7p2Fm2nTLRwk4sMHWzZpR5oHKSW5q0RaRqY1JiA,Lorraine Smith,https://lh3.googleusercontent.com/a-/AOh14GhAifhkI83bYObyipeeB9tXF2uYqNkMF5YjSijh9A,Simply brilliant,5,0,4.16.0,2020-03-22 19:03:54,,
gp:AOqpTOFfH7YNkd-QbbKVZrYIDl8hM4wQdksI4_b1YvIkYFFi4_9A5Kopr5jZiOHGggaTE3XW85aRwY2UQrsWUA,Nicky Duckett,https://lh3.googleusercontent.com/-sRAFSn2TSd4/AAAAAAAAAAI/AAAAAAAAAAA/AMZuucmmDDd5bJKcc2-9fauA5PRVQb6-qg/photo.jpg,So simple and easy to use and love that I can put my family in the app too.,5,0,4.16.0,2020-03-22 18:55:31,,
gp:AOqpTOG3o9Oy4kkh-YDNmQI7xmphmzONYPQtM_rfpdrPnHDVUdaELoMwV1mpOudszBZrY0SHMNzerAZnKdxJpg,Katy Smith,https://lh3.googleusercontent.com/a-/AOh14GghoVSyQvZ5I3drq0WVO3nzP0fcpi1lIayHPN8izBI,Repeat prescriptions made so very easy by this app! And if you have any questions there are actual real people behind the screen who will reply to you very quickly and help however they can! Brilliant! A************* :),5,0,4.16.0,2020-03-22 18:04:44,,
gp:AOqpTOENHNjW5BFB_HHxt9Gi0b0MSNVPIC-I2ZgcJFSYo2xbFMWzoDrOc5hShy79cIwCLre5HLXoJAqiGZQVpg,Patrizia Rossi,https://lh3.googleusercontent.com/a-/AOh14GgWyAzfunTlEaBM3YI3AagpYxlbG_-hGUJF2N_0,Good,5,0,4.16.0,2020-03-22 17:59:22,,
gp:AOqpTOHmN1UGBmhQ7-zdNBZeFSNNluJ0qOniFaXLdzntmK7yWjV1I0Q9wGGgdL-yJH-_NXJoXzUe6_4jvR9DrQ,Dave Mac,https://lh3.googleusercontent.com/a-/AOh14GhUvCgVymskDpQIg8y93_ac_KCFVxIcbCmNYxsj,Very useful in these apocalyptic times.,5,0,4.16.0,2020-03-22 17:59:16,,
