review,stock_logistics,delivery_logistics,customer_service,app_functionality,service_functionality,locational_constraints,rating,version,type
"Complete Waste Of Time. DO NOT USE. Have denied my GP has sent a prescription to them. GP has confirmed this was sent twice. Have not responded to online chats, automated reply to emails. I'm not a week without pain relief for a broken ankle. GP cant reissue as it would now class as an overdose if prescribed.",0,1,0,0,0,0,1,4.16.0,google
Incredibly slow to receive your meds They need it to be far faster. There seems to be a day or 2 processing time even before they pass is over to the pharmacy. Then that takes a couple of days to get ready. Then another day or 2 to put it in the post. In fact the best part about this service is the Royal mail,0,1,0,0,0,0,1,4.16.0,google
"Dont bother to download it, if you have a problem you can't even speak to a human been!!!! Most of the time they dont have the medicine you need",0,0,1,0,0,0,1,4.16.0,google
"Out of the 3 months I tried to use this ""service"" It got one prescription right. I'm house bound so thought this would help me get meds quicker and wouldn't have to rely on other family members. But no please do not download look around for alternatives. Useless app. Edit I'm trying this app again. Please don't let me down.",0,1,0,0,0,0,2,4.16.0,google
Only delivering if prescription has all items in stock so now I have none of my essential levothyroxine for a week at least this is pretty bad.,1,1,0,0,0,0,2,4.16.0,google
Huge boxes that won't fit through letterboxes (volume was less than a DVD). Cannot edit reminders without deleting and re-adding medication (and then asks for a date rather than asking how many days of dosage left). Disappointed.,0,1,0,0,1,0,2,4.16.0,google
Used this ap once and the service was good but now its completely broken down. They haven't even ordered a prescription that's been with them a week and they are not answering chat messages which is the only way to contact them. Stay away.,0,1,1,0,0,0,1,4.16.0,google
App fails to send email registration link after 20 tries..,0,0,0,1,0,0,1,4.16.0,google
Should be an excellent app but on paying for script....I got a random there was a problem message....when I go back in I have nothing to state whether payment was successful or not and customer have not responded to me in 4 hours...all of which leaves me now uncertain as to whether or not my prescription is coming.....a simple icon to indicate the status of the order would alleviate this issue . A simple oversight renders what should be a good app utterly useless.,0,1,1,0,1,0,1,4.16.0,google
One small box of medication sent in a box 5 times the size of medication box would never fit through letter box this is the 2nd time this has happened . Time wasted having to go pick up from local sorting office. It just makes the whole system flawed. Not happy with it at all. Update 1 16.3.20 Whole system is now not working unable to pay getting error messages NO replies to chats sent Tracking number for delivery on London when I'm in the other end of the country,0,1,0,0,0,1,1,4.16.0,google
"I had an issue with my prescription, and when I contacted customer service. My query wasn't answered at all and they took 2 days to respond instead of the few hours that they claim. And I couldn't do anything about my medication while I waited. And, now I'm forced to go without my medication until my doctors surgery can sort this out, which could take days.",0,0,1,0,0,0,1,4.16.0,google
"Absolutely terrible, when I set this up for my regular meds I didn't realise my urgent pain meds also go to the same place and couldn't re route them. I've tried contacting them by phone, which cuts you off and by email, which they don't answer just to get the meds back. I'm now stuck with no pain meds and my pharmacy cannot do anything about it.",0,0,1,0,0,0,1,4.16.0,google
Not helpful,0,0,0,0,1,0,1,4.15.0,google
Web site awful for an older person to understand.Sad because I did try my hardest.,0,0,0,0,0,0,1,4.16.0,google
"I can't verify my phone number. It won't accept numbers starting 07, and when I use +447 nothing arrives.",0,0,0,1,0,0,1,4.16.0,google
Not for Scotland,0,0,0,0,0,1,1,4.16.0,google
The staff are rude and take ages too respond too my messages. And even when they've read them they ignore me. Plus my medication is always out of stock.,1,0,1,0,0,0,1,4.15.0,google
Rubbish. I got constant adverts to download this app and then they didn't have my medicine in stock and couldn't tell me when it would become available! What is the actual point of you?? Could you imagine if a real pharmacy said that? Complete waste of time.,1,0,0,0,0,0,1,4.15.0,google
It is taking extremely long times for the medication to arrive. Problems with supplying the meds. Lack of stock.,1,1,0,0,0,0,2,4.15.0,google
Doesn't remind me when I need to reorder !,0,0,0,0,1,0,1,4.16.0,google
ABSOLUTELY AVOID IF ORDERING MEDICATION THAT NEEDS TO BE KEPT COLD. I use insulin which needs to be kept cold otherwise it will start losing its effectiveness. They wrap the insulin in a cold pack to keep it cold through the post. I had a suspicion that they don't properly handle it though and this was CONFIRMED when I received a box not wrapped in anything. What's worse is that another box that WAS wrapped in cold pack does not work at all (I tested it by increasing the dose by 25%).,0,1,0,0,0,0,1,4.15.0,google
"Bloody nuisance!! Not even installed the App, just won't go away,, no unsubscribe!!!!!!! 😠 Would not use this method of getting my medication,, looks like many has have problems getting it,, etc!!!!!!!!!!!! 😠",0,0,0,0,1,0,1,4.15.0,google
Forever running out of tablets,1,0,0,0,0,0,1,4.15.0,google
This service is awful. They take payment for prescriptions when they don't even have the products in stock. Wait times for customer service are long and the responses are generic. Better off using a proper pharmacy.,0,0,0,0,1,0,1,4.15.0,google
"Awful service. ""Struggling to get"" a popular medication that every other pharmacy has no problem with.",0,0,0,0,1,0,1,4.15.0,google
An item that was on my Local Lloyds Chemist delivery is missing on the echo app.,0,0,0,0,0,0,2,4.15.0,google
"Absolutely awful service. Still awaiting 4 items from last months prescription, both of them crucial items. No contact to advise and no update on the system",0,1,0,0,1,0,1,4.15.0,google
Meds not sent together. Do not understand why. Have sent message to customers service and not received a reply.,0,1,1,0,0,0,1,4.15.0,google
Going to give another chance this month but last month I was over a week without my meds!,0,1,0,0,0,0,2,4.15.0,google
"Awful, requested a prescription almost 3 weeks ago, not only can they not request a prescription from my gp with out me phoning the gp, but I have been waiting almost 2 weeks for them to get my insulin in stock and still waiting, yet anyone else takes 48 hours at most. Will definitely not be using this service again, and will be faster to reorder my prescription again",0,1,0,0,0,0,1,4.15.0,google
Can't see prescription requested after they have been sent. Always have to chat to cs online for them to add it on,0,0,0,1,1,0,1,4.15.0,google
Absolutely useless the site won't allow me in just keeps loading ordered my prescriptions two weeks ago still not here,0,0,0,1,1,0,1,4.15.0,google
Used to work. Upgraded 17/2/20 now it doesn't. Pretty poor. The reminders were very useful.,0,0,0,0,1,0,1,4.15.0,google
"Horrible, i pay but never get my medication, until now!",0,1,0,0,1,0,1,4.14.0,google
Was hard to get my meds on this app,0,0,0,0,1,0,2,4.14.0,google
I've now deleted this app and using another cause the last two requests for my prescriptions have dragged on for weeks for then to be refused or cancelled..,0,1,0,0,0,0,1,4.14.0,google
"Unable to order via app alone, i have to still contact GP. App logged me out without me knowing causing me to not get usual reminder to order medication",0,0,0,0,1,0,1,4.14.0,google
Service is too slow to get the meds to you in time,0,1,0,0,1,0,2,4.14.0,google
Took far too long to receive medication. Had to frequently speak to the help advisors and request the prescription sent back so I could get it from a local pharmacy. Not once did they have an item in stock. App itself was easy to use however the service provided wasn't fit for purpose,1,0,0,0,1,0,1,4.14.0,google
"Don't tell you if some of your medication is out if stock and not arriving. I got the notification stating my order has been dispatched, when it arrived only one of the three medicines were in there, and vitally, not the ones I need today as they also failed to remind me to refill even though notifications are turned on. This is the second time this has happened. No one answering the live chat, and now left without my medication. Will be looking for another service.",1,0,1,0,1,0,1,4.14.0,google
"Awful, after my first two deliveries I kept being informed that the surgery was not responding to any requests, following multiple checks with doctors they had not received the new requests. Whatever the glitch in the process Echo were not helpful leaving me having to pick up my medication from the Doctors.",0,1,0,0,1,0,2,4.13.1,google
I wanted Test Strips there sending me Fast-Clik There's no feedback like Text just leaves you in Dark with no Medicine,0,1,1,0,0,0,1,4.13.1,google
"Doesn't remind me when to reorder and forgets medication. I removed all meds, and reordered them afresh.. .. but a month later one med ahain goes missing from my list & no reminder to reorder. Disappointed with this app.",0,0,0,0,1,0,2,4.13.1,google
I'm being told by echo my gp hasn't released my prescription and being told by my gp they have sent the request to the wrong email so I physically put a prescription in which I could have collected today but now echo have collected it and I'm still left with no medication. There is a serious lack of communication between echo and gp but unfortunately I'm the one that suffers,0,0,0,0,0,0,1,4.13.1,google
"Really poor service. Medication didn't arrive, support uninterested in helping out. Sticking with my local pharmacy.",0,1,1,0,0,0,1,4.13.1,google
"Brilliant service, medication arrives on time.",0,1,0,0,0,0,1,4.13.0,google
Very slow at delivery.,0,1,0,0,0,0,1,4.13.0,google
"15 days in waiting for my meds that I had to speak to my docs about and now my pre paid certificate has expired and since they haven't dispensed the meds yet that means I'm gonna have to pay again, all because echo can't get my meds after 15 days. Might work for you but this has been 10 times harder than normal method for me",0,0,0,0,0,0,1,4.12.0,google
"Put in my email, verified, then app just hung for ages, similar to my wait at the pharmacy",0,0,0,1,0,0,1,4.12.0,google
I take one of the most common anti-anxiety medications in the world. OUT OF STOCK!!?? This is obviously a best price from suppliers warehousing operation with no concern for the ill end-user. Disgusting.,1,0,0,0,0,0,1,4.11.1,google
"Useless, I wanted this so I wouldn't have to waste time going to the pharmacy etc to pick up stuff, turns out you have to be in the building to collect the meds anyways, so I might as well just collect it. What's the point? Now I have to travel to the closest post office to collect it which is farer away than the pharmacy. This app is only for people who literally sit inside all day and don't want to go outside at all.",0,1,0,0,1,0,1,4.12.0,google
Poor communication,0,0,1,0,0,0,1,4.11.1,google
Requested lithium back in December but is still out of stock!! Not happy as have run out of medication now for 4 days!!,0,0,0,0,0,0,1,4.11.1,google
"The app is ok, but the service is terrible. The company doesn't seem to care if their customers are left without meds and will not do anything to help if you have a problem. Avoid.",0,0,0,0,0,0,1,4.10.0,google
"Absolutely disgusting customer service. If you are a patient who needs regular medication on time PLEASE don't use these people. They put your health at risk and if you try to complain they ignore you, and delete your complaints. I have been having trouble with them for months and they just don't attempt to sort the issue but blame everyone else. When you get evidence that it is them not the GPS surgery who is in the wrong they ignore you and then because you wont drop the matter they delete you",0,0,1,0,0,0,1,4.10.0,google
Terrible! I've been waiting over 4 weeks for a requested prescription! 5 items asked for and 1 was out of stock but they wouldn't send the other items until the other items were available! Hence I ran out of what I needed.,1,1,0,0,0,0,1,4.10.0,google
I've got sick through meds not being in stock,1,0,0,0,0,0,2,4.10.0,google
"Too basic. There's no option to request additional quantities if you are travelling. No option to add any notes to the order, and ""chat"" is not always available.",0,0,1,0,1,0,2,4.10.0,google
"All is well if items are in stock, if not you have to wait for every item before they send, because of this I'm waiting for insulin which I will run out of before they despatch. I think it's time to go back to my old pharmacy.",0,0,0,0,0,0,1,4.10.0,google
Ordered medications and after two weeks of waiting and no information i messaged them. T hey told me two of the three items aren't in stock and had no idea when the items will be back in stock. If I hadn't of messaged them I'd still be waiting. Complete waste of time and zero communication.,0,0,0,0,0,0,1,4.10.0,google
"First time user, but due to ridiculous processing time, even allowing for Christmas down time, won't use again. Request has not moved to doctors since I sent it 2 weeks ago. Now running out. Ot impressed.",0,0,0,0,0,0,1,4.10.0,google
Have use befor would not recmend it there was a mess up with my tablets for my epilespy tried ringing could not get through,0,0,1,0,1,0,1,4.10.0,google
I dont like it and i cant sign out its horrible app,0,0,0,1,0,0,2,4.10.0,google
"The first few requests and delivery was good but thereafter, it's totally BAD!!! THEY LIE THAT THEY HAVEN'T RECIEVED ANY PRESCRIPTION EVEN IF THE MEDICAL CENTER HAS ISSUED. I'M NOT RECOMMENDING THIS APP! You might die because of the incompetence and unreliability of ECHO!",0,0,0,0,0,0,1,4.10.0,google
"Service is appalling. Takes 5+ days to even dispatch then they send on a 2+ day delivery service. As stated it goes to the post office if you work so you still have to go collect it. Where i live you can only refill 5 days before due date including 1-2 days to be approved. Maybe useful if you are house bound and have no otherchoice but if you depend on your meds to.... you know.... actually live, I'd NOT recommend.",0,0,0,0,0,0,1,4.10.0,google
"It was Absolutely perfect up until the 20th December when they got one of my prescriptions and decided not to despatch until the 23rd of December on 48 hour tracked delivery, no tablets for me until after Christmas now. Thanks Echo!!!",0,1,0,0,1,0,2,4.10.0,google
Too slow on delivery. Why when I live in Manchester do they send it from London?????? 🤔,0,1,0,0,0,1,2,4.10.0,google
Convenient but echo service behind the app is less than sparkling,0,0,0,0,0,0,2,4.10.0,google
"DONT DOWNLOAD THIS APP!!!!!!!!!!!!I downloaded this app. Never made any request. Today I should get prescription from my surgery and I was told it was send to Echo. I didn't receive my medication from anyone through the door. Doctor said they can't give me prescription as I need to contact Echo. Echo contact number you get answer ""we can't take your call right now"" and their chat is not working either. I have no pills and you can't contact them and doctor refuses give me another prescription.",0,1,1,0,0,0,1,4.10.0,google
"It worked great the first time I ordered a prescription. Arrived on time, good packaging. Now after ordering another prescription last Friday I'm still waiting for the script to be approved. Suffice it to say that I'm relieved my condition isn't immediately life threatening. After calling the doctors to ask what the problem was they've advised me that the funding for Echo has been cut in our area so I can no longer use it (I don't know how true that is, but I need to blame the Tories somehow!)",0,0,0,0,0,0,2,334260,google
"They worked ok at the beginning, but the service has become abysmal. They received a prescription for me on Friday. Today I called them and they assured me they were sending it today. It has just been cancelled saying it was over 6 months old. Useless people.",0,0,0,0,1,0,1,4.10.0,google
"Wasnt really expecting to wait a week for it to actually be delivered, still waiting on my order now and it said it would have been by now. If I knew I'd have to wait this long I would have ordered way in advance",0,1,0,0,0,0,2,4.10.0,google
Not very reliable have to chase things every month just doesn't do what its supposed to do,0,0,0,0,0,0,2,4.10.0,google
Well...four days later and the app is still requesting from my GP. Suffice to say I've now ran out of medication and will have to order my prescription by phone. Not a good start.,0,0,0,0,0,0,1,4.10.0,google
"Every day,Constantly emailing you .Do you need a prescription.",0,0,0,0,1,0,2,4.10.0,google
"Good idea - poor app. When it works, this is great! Prescriptions to your door at no extra cost, always fits through the letter box, and tend to arrive fairly quickly. Unfortunately, I am constantly struggling with the app. The helpful refill reminders never come through, it won't let me add my exemption cert. when it should, and it often gets confused as to whether a parcel has arrived or not. I love the idea and when it works it's great, but there are too many bugs.",0,1,0,1,1,0,2,4.10.0,google
The app is easy to use and I've managed to switch off the notifications. The problem is that I've been left without medication for two weeks; you are completely at the mercy of Royal Mail and Echo does NOT help when there is a problem. If your medication is for chronic conditions you cannot trust Echo/Royal Mail to get these to you. The packaging never fits through the letter box so you need to go and pick it up and I have had a package left on my doorstep.,0,1,0,0,0,0,1,4.10.0,google
"My first order was good, on time but then my second was late, and my last one was very late, I contacted them as my Drs said nothing requested after waiting 5 working days so I ran out and still nothing, echo kept telling me no response from Drs, well I found out they requested my repeats medication via postal system!!! So I'm removing it and going back to getting it from Drs, as I have had to visit them so many times to get the online order sorted, which was supposed to make life easier.",0,0,1,0,0,0,1,4.10.0,google
Sadly not fit for purpose. Wont sent items in stock when one item not. Was with lloyds before. Now going to leave both and find an alternative that works,1,0,0,0,1,0,1,334260,google
Great if you remember to order your medication. I thought they alerted you 10 days before you run out. I've been left without meds for nearly a week due to not getting notification,0,0,0,0,1,0,2,4.10.0,google
Ordered my prescription 10 days ago and it's still not here! Waste of time!,0,0,0,0,0,0,1,334260,google
Absolutely terrible company. Everyone I ordered my medication they have never had it in stock. Atrocious customer service.,1,0,1,0,0,0,1,334260,google
Appalling highjacking service. Do not trust.,0,0,0,0,0,0,1,4.9.1,google
Have run out of some pills over a week ago.,0,0,0,0,0,0,1,4.8.0,google
"No way to cancel, no easy to say you need a nomad system. No thanks",0,0,0,0,1,0,1,4.7.0,google
First time of use great really efficient. Second time been waiting a week. Rang doctors today for confirmation of prescription and they've only just had request over a week later. Good job I dont need the medication. Oh wait...,0,0,0,0,0,0,1,4.8.0,google
I have not yet used the app therefore not in position to give recommendations how good this app is.,0,0,0,0,0,0,1,4.8.0,google
Bad communication from 'chat' room assistant. Twice now my drugs have been either left with a neighbor or returned to the post office depot.....no good to me! All I wanted was prescrption to be posted through my letter box only to be told they didn't know how big my letter box was. A set of clowns only use if you're really desperate or guaranteed to be in !!!😭😭😭😭,0,1,1,0,0,0,1,4.8.0,google
Can't order for children... My son has a chronic conditions with numerous medicines but can't use the app as he's not 18,0,0,0,0,1,0,2,4.8.0,google
Why do you not send all medicines together,0,1,0,0,0,0,2,4.6.1,google
1 star only because it won't allow it to go any lower. Avoid when possible. Terrible service with an urgent perscription sent to them without permission rather than to our normal pharmacy. Had to agree to them processing my perscriptions just to talk to them as they don't have a contact number. Chat setup takes far too long and wasnt any help at all either.,0,0,1,0,0,0,1,4.7.0,google
They can only post medication. When I installed the app didn't know by putting in my gp I was signing up to get prescription from echo.,0,0,0,0,0,0,1,4.6.1,google
Rubbish service.Always waiting for important medications.,0,0,0,0,0,0,1,4.6.1,google
"Despite the fact that I requested all medication the very same time, every day the echo app sends request for four medications to be requested again and again , I have been doing that for 4days now, secondly dispatching my medications in batches is so off putting. I think I'll stick to my local pharmacy thank you",0,0,0,0,1,0,2,4.6.1,google
Very good,0,0,0,0,0,0,1,4.6.0,google
First time I've used this app and I keep getting reminded to order after I've ordered dont know if I've ordered or not as you dont reply to any e emails not a great first impression.,0,0,0,0,1,0,1,4.6.0,google
"App is fine, Echo is terrible, waited over a month for my medication and had to have it released for issue elsewhere. Terrible communication with no advice on ETA for out of stock medication. Gone back to getting it locally. Avoid!",1,0,1,0,0,0,1,4.4.3,google
Disappointed. Using Echo service put me to situation that I runed out with medicines and couldn't get prescription from my pharmacy. Maybe one day it will work well. Now : don't use them if you don't to get to trouble!,0,0,0,0,0,0,1,4.4.3,google
"Rubbish, app unreliable you request meds and then it says that you haven't. On line chat useless takes hours to respond. Tell you they have sent prescription then next day say sorry we couldn't get it all and don't bother contacting you again.",0,0,1,1,0,0,1,4.4.3,google
"Good easy to use and set up app However have ordered twice now and the packaging is too big for my letterbox even though not much ordered, so they just don't have suitable boxes, very disappointing as not convenient at all, may as well go back to collecting from my local pharmacy! Would not recommend unless the packaging changes!! One box of tablets can be packaged to fit through a letterbox!",0,1,0,0,0,0,2,4.4.3,google
"Only one star because I can't give less. Requested repeat medication 6 days later no payment request. I contacted them via the app, was ignored the first day then tried again the next morning to be told that I should ring my GP to ask if they had unplugged their fax machine!! So a 4 day wait for preventive asthma medication. Disgraceful and for some people possibly dangerous.",0,0,1,0,1,0,1,4.4.3,google
Bad won't let me on,0,0,0,1,0,0,1,4.4.2,google
Bead,0,0,0,0,0,0,1,4.4.2,google
Worst app ever it takes almost over a week to get your prescriptions to your door. Stick with the normal requests or sign up to boots app more convenient. Sorry but I'm un stalling app.,0,1,0,0,0,0,2,4.3.2,google
Awful!! Left some meds in transit somewhere!!!!,0,1,0,0,1,0,1,4.3.1,google
"The company and/or app have let me down more than once. You will then be stuck without important medication whilst you sort out what the problem is. The app has a problem if you order through the NHS app for example. It will get confused about when you last ordered. The counters on the app will reset to zero. You might have your prescription ""get stuck"" in the system which is what happened to me.",0,0,0,0,0,0,1,4.3.1,google
"You are only told the timeline of the medicine delivery after you have signed up, and you cannot cancel the pharmacy nomination via the app, very disappointed",0,0,0,0,1,0,1,4.3.1,google
Terrible. The app and the service,0,0,1,1,0,0,1,4.3.1,google
Don't thay take prescription from Dr s and don't send out cant phone them won't reply to app now stuck with no tablet.,0,0,1,0,1,0,1,4.3.1,google
My medical centre isn't on it.,0,0,0,0,1,0,1,4.2.1,google
Rubbish,0,0,0,0,0,0,2,4.1.3,google
Very helpful,0,0,0,0,0,0,2,4.1.3,google
Not fit for purpose - app is too glitchy to manage regular prescriptions.,0,0,0,1,0,0,1,4.2.1,google
Disgraceful service. Have left me without my essential medication without any update so I thought it was on its way. Will never use again.,0,0,0,0,1,0,1,4.1.3,google
I got notifications that a repeat prescription was ready but the app button wasnt available. I clicked the recorder button in the email but it never arrived. I've had chaos trying to sort this so I'm simply going to uninstall the app and use someone else.,0,0,0,1,0,0,1,4.1.3,google
Didnt work after finding my GP.,0,0,0,1,0,0,1,4.1.3,google
Awful app such slow delivery,0,1,0,0,0,0,1,4.1.2,google
I received my first prescription without any problem but when trying to order my next one it wouldn't let me log in?,0,0,0,1,0,0,1,4.1.1,google
"They delayed my entire prescription because one of the three items was out of stock. i only found out because i queried why nothing had happened for a week. Before that they refused to provide a branded inhaler, which i need, without specific instructions from my gp which wasted my time and my gp's. Never had this problem with local pharmacies. Thought it would be easier getting it by post but not with these guys it isn't. Also the app keeps throwing me out and it's not very intuitive.",1,0,0,0,1,0,1,2.24.6,google
Doesn't recognise my GP.,0,0,0,0,1,0,1,2.24.6,google
Every time I download and try and sign up it doesn't work and on different devices now,0,0,0,1,0,0,1,2.24.6,google
"For the moment it does not have all the GPs in my area, so will amend my review once I can actually pick my GP",0,0,0,0,1,0,2,2.24.6,google
Unfortunately will not touch ADHD medication. Therefore this app is completely useless for me,0,0,0,0,1,0,1,2.24.6,google
Would rather use local pharmacy,0,0,0,0,0,0,1,2.24.6,google
NHS do not do Apps. Can you stop worrying me?,0,0,0,0,0,0,1,2.24.6,google
not interested until it covers Scotland as well as England,0,0,0,0,0,1,1,2.24.6,google
"Since this is an NHS service, you would think you'd be willing to serve people throughout the UK. However this service is only available to a select few people in England. And those are large towns and cities, where accessing doctors and picking up prescriptions is easy. So what is the point of this if you won't help rural communities - ie the people who could actually benefit most from this service? You should only advertise when the service becomes widely available instead of getting hopes up",0,0,0,0,0,1,2,2.24.6,google
taken insulin off my repeat list without me asking and then impossible to get in touch with a human. going to move to pharmacy2u app as I need the meds sending,0,0,0,0,1,0,1,2.24.6,google
This app fails to inform you of any notifications including the fact that they can cancel order requests without your say so. It is good thing I had some spare medication otherwise I would have ran out. My medication stops my blood from clotting and this can be very serious. It is obvious that this company cannot guarantee or is able to deliver vital medication to their customers. Avoid at all costs.,0,0,0,0,1,0,1,2.24.4,google
"keeps asking for payment when paid. There's no support on the contact support section, just says it's not working.",0,0,0,1,0,0,1,2.24.4,google
"Terrible app,despite ordering my daughter's medication 2 weeks before it runs out,it still doesn't turn up in time and I have to get emergency prescriptions at the pharmacy,which this app is meant to stop you having to do.AVOID!!🤬😠😡",0,0,0,0,0,0,1,2.24.4,google
"Started well but for past six months they get the quantities left wrong, prompted me to order weeks too early, made me chade up GPs for prescriptions, and didn't fill prescriptions because of running out of stock. I spent more time running around sorting out Echo's mistakes than they did helping me. They keep saying they're sorting out the app but they don't .",1,0,1,0,1,0,1,2.24.4,google
"Stick with your local pharmacy, tried echo and everything went wrong resulting in running out of pain killers.",0,0,0,0,0,0,1,2.24.4,google
"it started great, but it cause more stress they say they sent to gp and they dont so not worth bothering with and i have been with them for over a year.",0,0,0,0,0,0,1,2.24.4,google
Why is Paypal mentioned in a review when it says this service is free????,0,0,0,0,0,0,1,2.24.4,google
"Tried this twice. Would not recommend it. They don't appear to work on weekends and on top of this they use Royal Mail 2nd class to post, meaning a potential 3 to 4 day delay before you get your medication. A 4 day delay between leaving the Dr and starting treatment can mean you get worse. My local pharmacy is open 7 days a week from 7am to 11pm, I can get my prescriptions sent to them electronically and collect immediately after leaving the GP. Sorry but this is not a good idea unfortunately.",0,1,0,0,0,0,1,2.24.4,google
Would be good if they did CD prescriptions.,0,0,0,0,1,0,2,2.24.3,google
"Prescription pending for weeks at a time, lots of manual intervention needed (contacting support). When I switched to RXLive there were no issues and I'd often get my medication a few days after ordering.",0,0,0,0,0,0,1,2.24.3,google
BEWARE - the makers of this app havent checked with your surgery about receiving requests! according to my GP: ECHO have taken whatever email address they could find off of the internet and just started emailing in your requests... adding in yet another unnecesary step to processing medication requests. The emails they send contain your full personal details -so in direct violation of Data Protection! Don't ever use them! stick to your local pharmacy as they ALL offer an ordering service for you,0,0,0,0,0,0,1,2.24.3,google
website and loading my meds i need to order impossable stuck on when is my next meds due in 2089 well yes probay would have run out by that year probably be dead as well...,0,0,0,0,0,0,1,2.24.3,google
I've had this app for ages I'm contacted them loads of time my reminder is nor working,0,0,0,0,1,0,2,2.24.3,google
"This service used to be great but in the last 6-8 months it's been awful. I keep getting my orders cancelled with random reasons that aren't true, once told me I wasnt registered with my GP anymore when I was. Now apparently they've changed their contact methods but their details are all the same. I'm left without meds and with the weather and being disabled I haven't been able to get them from my GP directly either. Shame thst it's one of the only services available in Wales..",0,0,0,0,0,0,1,2.24.3,google
"works well, just takes triple the time. I get my antidepressants through this and I avoid using it if im close to running out or I'll be a mess by the time I get them. ordered through the pharmacy because I couldnt wait for delivery, and they went and picked it up anyway. Just gone back on to see if theyre being delivered, I had to request them again after going to the pharmacy and being told that echo has my tablets days ago. Quicker amd easier to do yourself unless you cant get out",0,1,0,0,0,0,1,2.24.3,google
It's a good app but I have prescriptions of zomorph that they can not do so a bit pointless for me.,0,0,0,0,1,0,2,2.24.2,google
"The service is poor. My last three orders took 15-20 days rather than 10-14 as claimed, the parcel never fitted through the letterbox, and today because one item was out of stock they have cancelled the entire prescription and sent it back to my GP. Update: no, thank you. I have contacted you via the app every time there was a problem, and each time, despite your promises, there were further problems requiring support contact. I gave you four more chances and have now given up.",1,1,0,0,0,0,1,2.24.2,google
I thought this app would save me from having to call up a number and wait in a horrendous que but unfortunatly after 3 attempts they havent managed to get my surgery to issue a pescription. It may be my surgeries fualt but I ordered this two weeks ago and they have only just told me that there is a problem. My health is now at risk if I cant get my meds on time. What is the point of this stupid app is I still have to call my surgery to sort this all out for them its a joke.,0,0,0,0,0,0,1,2.24.3,google
I have to say even though I've entered the amount of tablets it never is the same amount that I've entered when I've had reminders and also lately I'm not receiving reminders and so have forgotten to order one of my meds and now I've run out.,0,0,0,0,1,0,2,2.24.3,google
"I think the idea is great, but the execution poor. I got everything set up and when ready, requested my repeat prescrition. After 6 days of a ""pending"" status I messaged to chase. I received a prompt reply (hence 2 star rating & not 1) being told I would need to go to my surgery to collect my prescription as there was an issue. I went to my surgery and was handed my prescription with no fuss at all?! Kinda beats the point of having this. I'll just collect as normal in furure...",0,0,0,0,0,0,2,2.24.2,google
awful they advertise letter box friendly but it isn't still have to go to post office to collect might as well just have it done at the pharmacy,0,1,0,0,0,0,1,2.24.2,google
Really annoying - my prescription hasn't been packed to fill in a letter box twice so it goes to the post office which is a way away and i can't get there easily. Will have to change services.,0,1,0,0,0,0,1,2.24.2,google
"They were brilliant at 1st but for about 6 months now I haven't been reviving my repeats properly, my last request has been with them for a month and still haven't been sent",0,0,0,0,1,0,2,2.24.2,google
"Hero to zero - previously was a breath of fresh air for a digitally archaic health service. Now doesn't work at all, fails to send prescriptions to my gp. Only support is via live chat team who just don't get it. Has this service been sold or taken over? Dropped off a cliff the last few months or so",0,0,0,0,0,0,1,2.24.2,google
I thought this app would save me time. However I have just three weeks trying to get two items!,0,0,0,0,0,0,1,2.24.2,google
"If you are housebound or can wait weeks for your medication, then this app might be useful, but failing that I wouldn't use this app. It is easy to use, but it just takes far too long to process and receive it. I put in a request about 2 weeks ago and I'm still waiting! It seems to take about a week for them to send the request to your GP and for it to be approved and then you still have to wait for the delivery, which I have been waiting a week for so far.",0,1,0,0,1,0,1,2.24.2,google
"This app is extremely misleading. After submitting a prescription request and it being in the approval stage for 2 weeks, I have been into the doctors today to query it. The receptionist informed me that the law now does not authorise third parties to request prescriptions on behalf of a patient, they can only deliver. Which basically means I still have to go into the doctors to post my repeat prescription and wait 2 days before collecting it from the pharmacy, although they can collect it, I just don't know why you would want them to do half a job. I think this app should be removed in order to stop my ther people being confused by this, especially elderly people.",0,0,0,0,0,0,1,2.24.2,google
Live in a major city and my surgery not available... Waste of time.. Dissatisfied with description of app...,0,0,0,0,1,0,1,2.24.1,google
A waste of time. They asked all info to set up my profile and then they were unable to find me in the NHS system and kept asking me questions...,0,0,0,1,0,0,1,2.23.1,google
Ordered my prescription it came 2 months later tried ordering of my local pharmacy and they say they can't give me anything because I used this app it's fine I'm sure a type 1 diabetic can survive without insulin DO NOT USE THIS APP,0,0,0,0,0,0,1,2.23.1,google
Nice idea but what it promises it doesn't deliver as of now I have waited 2 weeks still no meds,0,1,0,0,0,0,1,2.24.1,google
My tablets would have ran out before delivery for first order so ordered direct instead from GP's and deleted app.,0,0,0,0,0,0,2,2.24.1,google
"Really disappointed in this app was great to start with! Only issue I have is the ""letter box friendly packaging"" I work so I'm not in so thought, hey! That's great! Not the reality...a standard box of pills comes in a box 3 times the size so cant be posted through a normal sized letter box. I dont have time to get to the post office to collect my parcel. I explained this to customer service who advised I get it delivered somewhere else? I'm not having my medication delivered to my work especially when I am not provided with the tracking info or know when it is on it's way or been delivered nor do I feel I need to explain my reasoning at work. Customer service dont care about losing me as a customer so fine! No problem! You clearly dont need me as a customer so I dont need you",0,1,1,0,0,0,1,2.24.1,google
